file_path,category,scientific_status,purpose,preserve_reason
tests/test_f24_independent_monte_carlo.py,Source Code,ACTIVE,Implementation/documentation of test_f24_independent_monte_carlo.py,Preserved in repository
tests/test_f24_momentum_invariance.py,Source Code,ACTIVE,Implementation/documentation of test_f24_momentum_invariance.py,Preserved in repository
tests/test_f24_resource_audit.py,Source Code,ACTIVE,Implementation/documentation of test_f24_resource_audit.py,Preserved in repository
tests/test_f25_gate_resource_model.py,Source Code,ACTIVE,Implementation/documentation of test_f25_gate_resource_model.py,Preserved in repository
tests/test_f25_reversible_primitives.py,Source Code,ACTIVE,Implementation/documentation of test_f25_reversible_primitives.py,Preserved in repository
tests/test_f25_scaling_analysis.py,Source Code,ACTIVE,Implementation/documentation of test_f25_scaling_analysis.py,Preserved in repository
tests/test_f26_optimized_bgk.py,Source Code,ACTIVE,Implementation/documentation of test_f26_optimized_bgk.py,Preserved in repository
tests/test_f26_pareto_analysis.py,Source Code,ACTIVE,Implementation/documentation of test_f26_pareto_analysis.py,Preserved in repository
tests/test_f26_workspace_scheduler.py,Source Code,ACTIVE,Implementation/documentation of test_f26_workspace_scheduler.py,Preserved in repository
tests/test_f27_environment_semantics.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_environment_semantics.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_independent_reference.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_independent_reference.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_inverse_circuits.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_inverse_circuits.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_noninjective_collision.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_noninjective_collision.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_precision.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_precision.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_register_spec.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_register_spec.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_resource_validation.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_resource_validation.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_reversible_circuits.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_reversible_circuits.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_stinespring.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_stinespring.py,Gate-level scalable reversible QLBM architecture
tests/test_f27_workspace_reuse.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f27_workspace_reuse.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_2x2_circuit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_2x2_circuit.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_2x2_inverse.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_2x2_inverse.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_boundary_integration.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_boundary_integration.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_cleanroom_reference.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_cleanroom_reference.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_conservation.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_conservation.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_end_to_end_equivalence.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_end_to_end_equivalence.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_environment_reuse.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_environment_reuse.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_f27_claim_audit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_f27_claim_audit.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_failure_modes.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_failure_modes.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_resource_accounting.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_resource_accounting.py,Gate-level scalable reversible QLBM architecture
tests/test_f28_streaming_integration.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f28_streaming_integration.py,Gate-level scalable reversible QLBM architecture
tests/test_f29_4x4_circuit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f29_4x4_circuit.py,Gate-level scalable reversible QLBM architecture
tests/test_f29_8x8_circuit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f29_8x8_circuit.py,Gate-level scalable reversible QLBM architecture
tests/test_f29_autonomy_audit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f29_autonomy_audit.py,Gate-level scalable reversible QLBM architecture
tests/test_f29_cleanroom_equivalence.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f29_cleanroom_equivalence.py,Gate-level scalable reversible QLBM architecture
tests/test_f29_conservation.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f29_conservation.py,Gate-level scalable reversible QLBM architecture
tests/test_f29_multi_timestep.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f29_multi_timestep.py,Gate-level scalable reversible QLBM architecture
tests/test_f29_resource_scaling.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f29_resource_scaling.py,Gate-level scalable reversible QLBM architecture
tests/test_f29_three_layer_validation.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f29_three_layer_validation.py,Gate-level scalable reversible QLBM architecture
tests/test_f30_autonomy_audit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f30_autonomy_audit.py,Gate-level scalable reversible QLBM architecture
tests/test_f30_cleanroom_reference.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f30_cleanroom_reference.py,Gate-level scalable reversible QLBM architecture
tests/test_f30_component_breakdown.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f30_component_breakdown.py,Gate-level scalable reversible QLBM architecture
tests/test_f30_large_lattice_extrapolation.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f30_large_lattice_extrapolation.py,Gate-level scalable reversible QLBM architecture
tests/test_f30_multi_timestep_convergence.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f30_multi_timestep_convergence.py,Gate-level scalable reversible QLBM architecture
tests/test_f30_precision_pareto.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f30_precision_pareto.py,Gate-level scalable reversible QLBM architecture
tests/test_f30_spatial_scaling.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f30_spatial_scaling.py,Gate-level scalable reversible QLBM architecture
tests/test_f31_arithmetic_optimization.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f31_arithmetic_optimization.py,Gate-level scalable reversible QLBM architecture
tests/test_f31_autonomy_audit.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f31_autonomy_audit.py,Gate-level scalable reversible QLBM architecture
tests/test_f31_cleanroom_equivalence.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f31_cleanroom_equivalence.py,Gate-level scalable reversible QLBM architecture
tests/test_f31_environment_compression.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f31_environment_compression.py,Gate-level scalable reversible QLBM architecture
tests/test_f31_multi_timestep_conservation.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f31_multi_timestep_conservation.py,Gate-level scalable reversible QLBM architecture
tests/test_f31_reduced_architecture_inversion.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f31_reduced_architecture_inversion.py,Gate-level scalable reversible QLBM architecture
tests/test_f31_workspace_bounds.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of test_f31_workspace_bounds.py,Gate-level scalable reversible QLBM architecture
tests/test_f33_backend_safety.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f33_backend_safety.py,NISQ hardware transpilation and QPU execution gate
tests/test_f33_ideal_equivalence.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f33_ideal_equivalence.py,NISQ hardware transpilation and QPU execution gate
tests/test_f33_measurement.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f33_measurement.py,NISQ hardware transpilation and QPU execution gate
tests/test_f33_noise_model.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f33_noise_model.py,NISQ hardware transpilation and QPU execution gate
tests/test_f33_state_preparation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f33_state_preparation.py,NISQ hardware transpilation and QPU execution gate
tests/test_f33_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f33_validation.py,NISQ hardware transpilation and QPU execution gate
tests/test_f34_ideal_reference.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f34_ideal_reference.py,NISQ hardware transpilation and QPU execution gate
tests/test_f34_observables.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f34_observables.py,NISQ hardware transpilation and QPU execution gate
tests/test_f34_qpu_safety.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f34_qpu_safety.py,NISQ hardware transpilation and QPU execution gate
tests/test_f34_result_parsing.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f34_result_parsing.py,NISQ hardware transpilation and QPU execution gate
tests/test_f34_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f34_validation.py,NISQ hardware transpilation and QPU execution gate
tests/test_f35_backend_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f35_backend_discovery.py,NISQ hardware transpilation and QPU execution gate
tests/test_f35_observables.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f35_observables.py,NISQ hardware transpilation and QPU execution gate
tests/test_f35_qpu_safety.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f35_qpu_safety.py,NISQ hardware transpilation and QPU execution gate
tests/test_f35_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f35_validation.py,NISQ hardware transpilation and QPU execution gate
tests/test_f36_backend_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f36_backend_discovery.py,NISQ hardware transpilation and QPU execution gate
tests/test_f36_observables.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f36_observables.py,NISQ hardware transpilation and QPU execution gate
tests/test_f36_qpu_safety.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f36_qpu_safety.py,NISQ hardware transpilation and QPU execution gate
tests/test_f36_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f36_validation.py,NISQ hardware transpilation and QPU execution gate
tests/test_f37_backend_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f37_backend_discovery.py,NISQ hardware transpilation and QPU execution gate
tests/test_f37_observables.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f37_observables.py,NISQ hardware transpilation and QPU execution gate
tests/test_f37_qpu_safety.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f37_qpu_safety.py,NISQ hardware transpilation and QPU execution gate
tests/test_f37_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f37_validation.py,NISQ hardware transpilation and QPU execution gate
tests/test_f38_backend_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f38_backend_discovery.py,NISQ hardware transpilation and QPU execution gate
tests/test_f38_observables.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f38_observables.py,NISQ hardware transpilation and QPU execution gate
tests/test_f38_qpu_safety.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f38_qpu_safety.py,NISQ hardware transpilation and QPU execution gate
tests/test_f38_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of test_f38_validation.py,NISQ hardware transpilation and QPU execution gate
tests/test_force_quantum.py,Source Code,ACTIVE,Implementation/documentation of test_force_quantum.py,Preserved in repository
tests/test_full_quantum_step.py,Source Code,ACTIVE,Implementation/documentation of test_full_quantum_step.py,Preserved in repository
tests/test_level4_two_phase.py,Source Code,ACTIVE REFERENCE,Implementation/documentation of test_level4_two_phase.py,Classical reference and validation baseline
tests/test_level5_carleman.py,Source Code,ACTIVE,Implementation/documentation of test_level5_carleman.py,Preserved in repository
tests/test_level5_quantum.py,Source Code,ACTIVE,Implementation/documentation of test_level5_quantum.py,Preserved in repository
tests/test_level6_architecture.py,Source Code,ACTIVE,Implementation/documentation of test_level6_architecture.py,Preserved in repository
tests/test_level6a_lifted_carleman.py,Source Code,ACTIVE,Implementation/documentation of test_level6a_lifted_carleman.py,Preserved in repository
tests/test_level6a_r_architectures.py,Source Code,ACTIVE,Implementation/documentation of test_level6a_r_architectures.py,Preserved in repository
tests/test_level6a_r_block_encoding.py,Source Code,ACTIVE,Implementation/documentation of test_level6a_r_block_encoding.py,Preserved in repository
tests/test_level6a_r_invariance.py,Source Code,ACTIVE,Implementation/documentation of test_level6a_r_invariance.py,Preserved in repository
tests/test_level6a_r_streaming.py,Source Code,ACTIVE,Implementation/documentation of test_level6a_r_streaming.py,Preserved in repository
tests/test_level6a_stability.py,Source Code,ACTIVE,Implementation/documentation of test_level6a_stability.py,Preserved in repository
tests/test_level6b_csf.py,Source Code,ACTIVE,Implementation/documentation of test_level6b_csf.py,Preserved in repository
tests/test_level6b_hybrid.py,Source Code,ACTIVE,Implementation/documentation of test_level6b_hybrid.py,Preserved in repository
tests/test_level6b_scientific_audit.py,Source Code,ACTIVE,Implementation/documentation of test_level6b_scientific_audit.py,Preserved in repository
tests/test_level6b_streaming.py,Source Code,ACTIVE,Implementation/documentation of test_level6b_streaming.py,Preserved in repository
tests/test_level6b_timestep.py,Source Code,ACTIVE,Implementation/documentation of test_level6b_timestep.py,Preserved in repository
tests/test_level6b_validation.py,Source Code,ACTIVE,Implementation/documentation of test_level6b_validation.py,Preserved in repository
tests/test_level7_coherent_streaming.py,Source Code,ACTIVE,Implementation/documentation of test_level7_coherent_streaming.py,Preserved in repository
tests/test_level7_final_audit.py,Source Code,ACTIVE,Implementation/documentation of test_level7_final_audit.py,Preserved in repository
tests/test_level7_literature_audit.py,Source Code,ACTIVE,Implementation/documentation of test_level7_literature_audit.py,Preserved in repository
tests/test_level7_multistep_prototype.py,Source Code,ACTIVE,Implementation/documentation of test_level7_multistep_prototype.py,Preserved in repository
tests/test_level7_operator_composition.py,Source Code,ACTIVE,Implementation/documentation of test_level7_operator_composition.py,Preserved in repository
tests/test_level7_tensor_invariance.py,Source Code,ACTIVE,Implementation/documentation of test_level7_tensor_invariance.py,Preserved in repository
tests/test_observables.py,Source Code,ACTIVE,Implementation/documentation of test_observables.py,Preserved in repository
tests/test_one_node_collision.py,Source Code,ACTIVE,Implementation/documentation of test_one_node_collision.py,Preserved in repository
tests/test_phase_f10_boundaries.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f10_boundaries.py,Preserved in repository
tests/test_phase_f11_multiphase.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f11_multiphase.py,Preserved in repository
tests/test_phase_f12_coherent_timestep.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f12_coherent_timestep.py,Preserved in repository
tests/test_phase_f12_force.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f12_force.py,Preserved in repository
tests/test_phase_f12_parameter_oracle.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f12_parameter_oracle.py,Preserved in repository
tests/test_phase_f12_quantum_moments.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f12_quantum_moments.py,Preserved in repository
tests/test_phase_f13_coherent_collision.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f13_coherent_collision.py,Preserved in repository
tests/test_phase_f13_coherent_force.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f13_coherent_force.py,Preserved in repository
tests/test_phase_f13_coherent_moments.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f13_coherent_moments.py,Preserved in repository
tests/test_phase_f13_coherent_timestep.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f13_coherent_timestep.py,Preserved in repository
tests/test_phase_f13_coherent_velocity.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f13_coherent_velocity.py,Preserved in repository
tests/test_phase_f14_forensic_audit.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f14_forensic_audit.py,Preserved in repository
tests/test_phase_f14_quantum_only.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f14_quantum_only.py,Preserved in repository
tests/test_phase_f14_unitarity.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f14_unitarity.py,Preserved in repository
tests/test_phase_f15_autonomous_solver.py,Source Code,ARCHIVE / REJECTED,Implementation/documentation of test_phase_f15_autonomous_solver.py,F15 Carleman truncation closure failure artifact
tests/test_phase_f15_carleman.py,Source Code,ARCHIVE / REJECTED,Implementation/documentation of test_phase_f15_carleman.py,F15 Carleman truncation closure failure artifact
tests/test_phase_f15_manifold.py,Source Code,ARCHIVE / REJECTED,Implementation/documentation of test_phase_f15_manifold.py,F15 Carleman truncation closure failure artifact
tests/test_phase_f17_autonomous_solver.py,Source Code,EXPERIMENTAL / ARCHIVE,Implementation/documentation of test_phase_f17_autonomous_solver.py,F17 reversible arithmetic prototype
tests/test_phase_f17_reversible_collision.py,Source Code,EXPERIMENTAL / ARCHIVE,Implementation/documentation of test_phase_f17_reversible_collision.py,F17 reversible arithmetic prototype
tests/test_phase_f17_reversible_primitives.py,Source Code,EXPERIMENTAL / ARCHIVE,Implementation/documentation of test_phase_f17_reversible_primitives.py,F17 reversible arithmetic prototype
tests/test_phase_f19_autonomy.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_autonomy.py,Preserved in repository
tests/test_phase_f19_bijectivity.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_bijectivity.py,Preserved in repository
tests/test_phase_f19_compute_output.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_compute_output.py,Preserved in repository
tests/test_phase_f19_environment.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_environment.py,Preserved in repository
tests/test_phase_f19_information.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_information.py,Preserved in repository
tests/test_phase_f19_physical_equivalence.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_physical_equivalence.py,Preserved in repository
tests/test_phase_f19_resources.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_resources.py,Preserved in repository
tests/test_phase_f19_superposition.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_superposition.py,Preserved in repository
tests/test_phase_f19_two_phase.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f19_two_phase.py,Preserved in repository
tests/test_phase_f8_2x2_solver.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f8_2x2_solver.py,Preserved in repository
tests/test_phase_f9_transparency.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f9_transparency.py,Preserved in repository
tests/test_phase_f_quantum_collision.py,Source Code,ACTIVE,Implementation/documentation of test_phase_f_quantum_collision.py,Preserved in repository
tests/test_quantum_collision_investigation.py,Source Code,ACTIVE,Implementation/documentation of test_quantum_collision_investigation.py,Preserved in repository
tests/test_state_preparation.py,Source Code,ACTIVE,Implementation/documentation of test_state_preparation.py,Preserved in repository
tests/test_streaming_unitarity.py,Source Code,ACTIVE,Implementation/documentation of test_streaming_unitarity.py,Preserved in repository
validation_results.csv,Data/Artifact,ACTIVE,Implementation/documentation of validation_results.csv,Preserved in repository
